timestamp,gt_x,gt_y,gt_z,gt_vx,gt_vy,gt_vz,gt_qx,gt_qy,gt_qz,gt_qw,gps_lat,gps_lon,gps_alt,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_satellites,vio_x,vio_y,vio_z,vio_qx,vio_qy,vio_qz,vio_qw,depth_altitude
1781840814.1004314,-0.619403404258551,0.26514090840139865,0.8283799786410792,0.1100842004831959,-0.00041895509757250426,1.011331687020084,0.0019583145936775195,0.011271780014321811,0.017267253938721985,0.9997854539453336,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,-0.00036844293936155736,-0.002725733444094658,-0.09146753698587418,0.028143521398305893,-0.000213728824746795,-0.0004894968587905169,0.9996037483215332,4.861360549926758
1781840814.1045094,-0.6189588323513844,0.2651384663848936,0.8324282684790177,0.11114297679165608,-0.00061050412626662,1.0120724594846475,0.0019013113795548686,0.011205814926729965,0.01727207399832878,0.9997862222428663,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,-0.00036844293936155736,-0.002725733444094658,-0.09146753698587418,0.028143521398305893,-0.000213728824746795,-0.0004894968587905169,0.9996037483215332,4.861360549926758
1781840814.1079018,-0.6185100707810454,0.2651353021694901,0.8364794127876056,0.1121903925847545,-0.0007910538508681952,1.012786077146971,0.001843952603937839,0.011138272579116643,0.017276886472122912,0.99978700127406,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,-0.00036844293936155736,-0.002725733444094658,-0.09146753698587418,0.028143521398305893,-0.000213728824746795,-0.0004894968587905169,0.9996037483215332,4.861360549926758
1781840814.1535504,-0.6180571140499227,0.2651313906024023,0.8405332121819284,0.11323918278066669,-0.0009778917719471814,1.0134498485807053,0.0017861438194133833,0.01106908389583857,0.01728169570056866,0.9997877915166179,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,-0.0004121573001611978,-0.01253035943955183,-0.12207803130149841,0.03306174650788307,-9.579750621924177e-05,-0.000563989276997745,0.9994531869888306,4.861360549926758
1781840814.1582804,-0.6176000645643309,0.2651267944979327,0.8445895008744526,0.11426237139794404,-0.0011490261174057492,1.014072173131042,0.0017279796967073161,0.010998404610614807,0.017286491893088406,0.9997885908431938,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,-0.0004121573001611978,-0.01253035943955183,-0.12207803130149841,0.03306174650788307,-9.579750621924177e-05,-0.000563989276997745,0.9994531869888306,4.861360549926758
1781840814.1651359,-0.6171390829418121,0.2651215975704811,0.8486486850866172,0.1152454056297103,-0.001299231862900152,1.0147960530411393,0.0016696052026982477,0.01092653744594404,0.017291265584895472,0.9997893954890611,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,-0.0004121573001611978,-0.01253035943955183,-0.12207803130149841,0.03306174650788307,-9.579750621924177e-05,-0.000563989276997745,0.9994531869888306,4.861360549926758
1781840814.1659832,-0.6166742944882815,0.2651158597750668,0.8527110603392987,0.11619711338264893,-0.0014344488535739108,1.0155938131703734,0.0016111129190960716,0.010853705490778177,0.017296012027536254,0.9997902026726531,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,-0.0004121573001611978,-0.01253035943955183,-0.12207803130149841,0.03306174650788307,-9.579750621924177e-05,-0.000563989276997745,0.9994531869888306,4.861360549926758
1781840814.1694837,-0.6162056212953397,0.26510963711764823,0.8567766690914337,0.11716829823543717,-0.001555664354641051,1.0164021880337548,0.0015525777370003456,0.010779691399766126,0.017300725924295927,0.9997910144816209,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,-0.0004121573001611978,-0.01253035943955183,-0.12207803130149841,0.03306174650788307,-9.579750621924177e-05,-0.000563989276997745,0.9994531869888306,4.861360549926758
1781840814.17371,-0.6157331446071018,0.26510298080850886,0.8608455034924319,0.11811917205947764,-0.0016640772848436347,1.017208600249564,0.0014940698685538747,0.01070461050443041,0.0173054030081919,0.9997918293804468,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,-0.0004121573001611978,-0.01253035943955183,-0.12207803130149841,0.03306174650788307,-9.579750621924177e-05,-0.000563989276997745,0.9994531869888306,4.861360549926758
1781840814.1807938,-0.6152569302778277,0.2650959533040584,0.8649175559811282,0.11905358231853458,-0.001756876112618544,1.0180131221740607,0.0014356827392545222,0.010628544579656792,0.01731003944467863,0.9997926461970073,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,0.0041427528485655785,-0.020328272134065628,-0.1567266583442688,0.03884558752179146,-0.0018268194980919361,-0.0008286004886031151,0.9992431998252869,4.861360549926758
1781840814.1832175,-0.6147770268805791,0.2650886185322321,0.8689926976353903,0.11997584931214278,-0.0018336929565737625,1.0187854135655372,0.0013775115600807588,0.010551532948757226,0.017314630066779742,0.9997934642714882,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,0.0041427528485655785,-0.020328272134065628,-0.1567266583442688,0.03884558752179146,-0.0018268194980919361,-0.0008286004886031151,0.9992431998252869,4.861360549926758
1781840814.2234504,-0.6142934790454712,0.2650810350104109,0.8730708186838053,0.12088695877698896,-0.0018958804552937636,1.019530262103746,0.0013196403401264834,0.010473607111834852,0.017319170368434448,0.9997942830608649,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,0.0041427528485655785,-0.020328272134065628,-0.1567266583442688,0.03884558752179146,-0.0018268194980919361,-0.0008286004886031151,0.9992431998252869,4.861360549926758
1781840814.2288468,-0.6138063313338835,0.26507324446700464,0.877151825811016,0.12178692789691081,-0.001947635851567986,1.020251781802678,0.0012621185921191562,0.01039479925579119,0.017323674740841323,0.9997951017576375,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,0.0041427528485655785,-0.020328272134065628,-0.1567266583442688,0.03884558752179146,-0.0018268194980919361,-0.0008286004886031151,0.9992431998252869,4.861360549926758
1781840814.2349818,-0.6133155801735962,0.26506522081526535,0.8812355629037,0.12268779007182373,-0.0020059129348243276,1.020934273170987,0.0012048502389213713,0.010315039320669035,0.017328132012572852,0.9997959212462659,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,0.0041427528485655785,-0.020328272134065628,-0.1567266583442688,0.03884558752179146,-0.0018268194980919361,-0.0008286004886031151,0.9992431998252869,4.861360549926758
1781840814.236192,-0.6128213129375518,0.2650569819139179,0.8853223718863829,0.12356680901109973,-0.00205972533685872,1.0217022456707192,0.0011478383612188695,0.010234467990090533,0.017332540992641473,0.9997967399200673,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,0.0041427528485655785,-0.020328272134065628,-0.1567266583442688,0.03884558752179146,-0.0018268194980919361,-0.0008286004886031151,0.9992431998252869,4.861360549926758
1781840814.2445893,-0.6123236051874567,0.26504852885871566,0.8894125016393302,0.12442693752379164,-0.002113263800562759,1.0225324382368284,0.001091050806380405,0.010153197041680965,0.01733693418500732,0.9997975559637238,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,0.0041427528485655785,-0.020328272134065628,-0.1567266583442688,0.03884558752179146,-0.0018268194980919361,-0.0008286004886031151,0.9992431998252869,4.861360549926758
1781840814.2455125,-0.6118226051639497,0.265039768972591,0.8935061641882049,0.12525000587673696,-0.0021899715311607393,1.0234156372186942,0.0010342586651037663,0.010071492620138355,0.017341292785471855,0.9997983671270646,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,0.0041427528485655785,-0.020328272134065628,-0.1567266583442688,0.03884558752179146,-0.0018268194980919361,-0.0008286004886031151,0.9992431998252869,4.861360549926758
1781840814.2482018,-0.6113183426583721,0.2650307366190977,0.8976033723584294,0.12606562639438934,-0.002258088373327527,1.0243020425561022,0.0009774962057507168,0.00998935785784483,0.017345614150029772,0.9997991732845722,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,0.014358934946358204,-0.13756851851940155,-0.2838287353515625,0.015587068162858486,-0.003668316639959812,0.001904405769892037,0.9998700022697449,4.861360549926758
1781840814.2516294,-0.6108109408249863,0.2650214743170849,0.9017041063748525,0.1268504583464558,-0.002315575503203382,1.0251835041057977,0.0009208186959772048,0.009906990850021238,0.017349912814560112,0.9997999720696905,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,0.014358934946358204,-0.13756851851940155,-0.2838287353515625,0.015587068162858486,-0.003668316639959812,0.001904405769892037,0.9998700022697449,4.861360549926758
1781840814.2951562,-0.6103004446133509,0.2650119841731749,0.9058083297044701,0.12762405290886458,-0.0023725359774989796,1.0260558324043934,0.0008641924083483987,0.009824425396602244,0.017354171688836992,0.9998007634334465,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,0.014358934946358204,-0.13756851851940155,-0.2838287353515625,0.015587068162858486,-0.003668316639959812,0.001904405769892037,0.9998700022697449,4.861360549926758
1781840814.298962,-0.6097869539646884,0.26500234189469685,0.9099160316073432,0.1283726621656156,-0.0024105696195125814,1.0269254757182822,0.0008077413924047983,0.009741809520794977,0.017358385782193946,0.9998015458800512,37.412171638002576,-121.99889099479779,39.03184127807617,0.05511227995157242,0.09634821861982346,-0.6418613195419312,3,10,0.014358934946358204,-0.13756851851940155,-0.2838287353515625,0.015587068162858486,-0.003668316639959812,0.001904405769892037,0.9998700022697449,4.861360549926758
